s1,µA1,s2,µA2,s3,µA3,s4,µA4,Sensor 1 y(0.1),Sensor 2 y(0.1),Sensor 3 y(0.1),Sensor 4 y(0.1),Sensor 1 y(0.01),Sensor 2 y(0.01),Sensor 3 y(0.01),Sensor 4 y(0.01),Sensor 1 y(0.001),Sensor 2 y(0.001),Sensor 3 y(0.001),Sensor 4 y(0.001)
1624.0,0.0121593,1624.0,0.908618,1624.0,2.55753,1624.0,30.7468,0.01094337,0.8211898,2.304825,27.7126,0.012037707,0.90373798,2.5356885,30.488919999999997,0.0121471407,0.911992798,2.55877485,30.766551999999997
1624.25,0.0121593,1624.25,0.907664,1624.25,2.56039,1624.25,30.8117,0.01094337,0.8176608000000001,2.302063,27.67861,0.012037707,0.89952228,2.5319833,30.439981,0.0121471407,0.9077084280000001,2.55497533,30.716118100000003
1624.5,0.0121593,1624.5,0.915771,1624.5,2.56277,1624.5,30.8565,0.01094337,0.8177083,2.304589,27.73501,0.012037707,0.8986684300000001,2.5348099,30.504030999999998,0.0121471407,0.906764443,2.55783199,30.7809331
1624.75,0.0121593,1624.75,0.916724,1624.75,2.56325,1624.75,30.8326,0.01094337,0.8242892,2.306541,27.768459999999997,0.012037707,0.90662282,2.5371471000000003,30.547696,0.0121471407,0.9148561820000001,2.5602077100000002,30.825619600000003
1625.0,0.0121593,1625.0,0.918632,1625.0,2.56325,1625.0,30.844,0.01094337,0.8252424,2.306925,27.75048,0.012037707,0.9075758399999999,2.5376175,30.524388,0.0121471407,0.915809184,2.56068675,30.8017788
1625.25,0.0121593,1625.25,0.926261,1625.25,2.56325,1625.25,30.8636,0.01094337,0.8275317,2.306925,27.761560000000003,0.012037707,0.90952197,2.5376175,30.535756,0.0121471407,0.917720997,2.56068675,30.813175600000005
1625.5,0.0121593,1625.5,0.924354,1625.5,2.56372,1625.5,30.8231,0.01094337,0.8334442000000001,2.306972,27.773190000000003,0.012037707,0.9169793199999999,2.5376222,30.554559,0.0121471407,0.9253328319999999,2.5606872199999997,30.8326959
1625.75,0.0126362,1625.75,0.921969,1625.75,2.56337,1625.75,30.845,0.010991059999999999,0.8316801,2.307313,27.74298,0.012042476,0.9150866099999999,2.5380793,30.515088000000002,0.0121476176,0.9234272609999999,2.56115593,30.7922988
1626.0,0.0126362,1626.0,0.922446,1626.0,2.56372,1626.0,30.8384,0.01137258,0.8298198,2.307068,27.75984,0.012509838,0.91275408,2.5377397999999998,30.536483999999998,0.0126235638,0.9210475080000001,2.56080698,30.8141484
1626.25,0.0126362,1626.25,0.921969,1626.25,2.56277,1626.25,30.8298,0.01137258,0.8301537,2.307253,27.753700000000002,0.012509838,0.91321677,2.5380733,30.52993,0.0126235638,0.9215230769999999,2.56115533,30.807553
1626.5,0.0121593,1626.5,0.921493,1626.5,2.56516,1626.5,30.8245,0.01132489,0.8297245,2.3067320000000002,27.74629,0.012505069,0.91274455,2.5371662,30.521448999999997,0.012623086899999999,0.9210465550000001,2.56020962,30.798964899999998
1626.75,0.0121593,1626.75,0.923519,1626.75,2.56086,1626.75,30.8102,0.01094337,0.8295463000000001,2.308214,27.740620000000003,0.012037707,0.91229833,2.5394654,30.516112,0.0121471407,0.920573533,2.56259054,30.7936612
1627.0,0.0121593,1627.0,0.92483,1627.0,2.56372,1627.0,30.7721,0.01094337,0.8312982000000001,2.30506,27.725369999999998,0.012037707,0.91429692,2.5352799999999998,30.501716999999996,0.0121471407,0.922596792,2.558302,30.779351699999996
1627.25,0.0121593,1627.25,0.925784,1627.25,2.56229,1627.25,30.7893,0.01094337,0.8324424,2.307205,27.696609999999996,0.012037707,0.91559124,2.5380685,30.464550999999997,0.0121471407,0.923906124,2.56115485,30.741345099999997
1627.5,0.0121593,1627.5,0.925307,1627.5,2.55991,1627.5,30.7735,0.01094337,0.8331579000000001,2.305823,27.70879,0.012037707,0.9165213900000001,2.5366432999999997,30.481249000000002,0.0121471407,0.924857739,2.5597253299999996,30.758494900000002
1627.75,0.0126362,1627.75,0.926261,1627.75,2.56337,1627.75,30.8264,0.010991059999999999,0.8328717,2.304265,27.701439999999998,0.012042476,0.91606347,2.5343455,30.466293999999998,0.0121476176,0.924382647,2.5573535499999998,30.7427794
1628.0,0.0121593,1628.0,0.917201,1628.0,2.56563,1628.0,30.9094,0.01132489,0.8327289000000001,2.307259,27.75206,0.012505069,0.9169077899999999,2.5377588999999996,30.518966,0.012623086899999999,0.925325679,2.56080889,30.7956566
1628.25,0.0126362,1628.25,0.920539,1628.25,2.56563,1628.25,30.7296,0.010991059999999999,0.8258147,2.309067,27.80048,0.012042476,0.90806237,2.5399737,30.598508,0.0121476176,0.916287137,2.56306437,30.8783108
1628.5,0.0121593,1628.5,0.917678,1628.5,2.56325,1628.5,30.6643,0.01132489,0.828199,2.3088290000000002,27.65011,0.012505069,0.911305,2.5399499,30.421651,0.012623086899999999,0.9196156,2.56306199,30.6988051
1628.75,0.0126362,1628.75,0.914817,1628.75,2.55896,1628.75,30.8202,0.010991059999999999,0.8256241000000001,2.306496,27.61346,0.012042476,0.90847261,2.5375746,30.359216,0.0121476176,0.916757461,2.5606824599999998,30.6337916
1629.0,0.0121593,1629.0,0.916247,1629.0,2.56134,1629.0,30.8689,0.01132489,0.8234783,2.303302,27.74305,0.012505069,0.90568313,2.5333942,30.512484999999998,0.012623086899999999,0.913903613,2.55640342,30.7894285
1629.25,0.0121593,1629.25,0.914102,1629.25,2.56468,1629.25,30.7769,0.01094337,0.8244078,2.30554,27.77281,0.012037707,0.90706308,2.53576,30.559290999999998,0.0121471407,0.915328608,2.558782,30.8379391
1629.5,0.0121593,1629.5,0.91434,1629.5,2.55753,1629.5,30.7635,0.01094337,0.8227156,2.307497,27.69787,0.012037707,0.9049633599999999,2.5389616999999998,30.468997,0.0121471407,0.913188136,2.56210817,30.7461097
1629.75,0.0126362,1629.75,0.911002,1629.75,2.56229,1629.75,30.7611,0.010991059999999999,0.8225722,2.302253,27.68691,0.012042476,0.90516322,2.5320023,30.455841,0.0121476176,0.9134223220000001,2.55497723,30.732734100000002
1630.0,0.0126362,1630.0,0.91291,1630.0,2.56372,1630.0,30.7816,0.01137258,0.8200926000000001,2.306204,27.68704,0.012509838,0.9019110599999999,2.5366814,30.453694,0.0126235638,0.9100929059999999,2.55972914,30.7303594
1630.25,0.0126362,1630.25,0.909095,1630.25,2.56516,1630.25,30.8069,0.01137258,0.8212375,2.3074920000000003,27.70597,0.012509838,0.90374275,2.5380972,30.474037000000003,0.0126235638,0.9119932749999999,2.56115772,30.7508437
1630.5,0.0126362,1630.5,0.91291,1630.5,2.56325,1630.5,30.8579,0.01137258,0.818567,2.308453,27.731309999999997,0.012509838,0.9000421999999999,2.5394893,30.499340999999998,0.0126235638,0.90818972,2.56259293,30.776144099999996
1630.75,0.0126362,1630.75,0.916247,1630.75,2.56516,1630.75,30.9137,0.01137258,0.8219527,2.307116,27.77769,0.012509838,0.90381427,2.5376366,30.549879,0.0126235638,0.912000427,2.56068866,30.8270979
1631.0,0.0126362,1631.0,0.921493,1631.0,2.56229,1631.0,30.9294,0.01137258,0.8251469,2.308357,27.823900000000002,0.012509838,0.90713699,2.5394797,30.60472,0.0126235638,0.915335999,2.56259197,30.882801999999998
1631.25,0.0126362,1631.25,0.921493,1631.25,2.56444,1631.25,30.9194,0.01137258,0.8293437,2.306276,27.83546,0.012509838,0.91227807,2.5366885999999997,30.620006,0.0126235638,0.920571507,2.5597298599999996,30.8984606
1631.5,0.0126362,1631.5,0.918632,1631.5,2.56563,1631.5,30.8732,0.01137258,0.8290576000000001,2.308115,27.82284,0.012509838,0.9122494600000001,2.5388075,30.609744,0.0126235638,0.920568646,2.5618767499999997,30.8884344
1631.75,0.0121593,1631.75,0.915771,1631.75,2.56468,1631.75,30.8274,0.01132489,0.8264827,2.3089720000000002,27.7813,0.012505069,0.90941707,2.5399642,30.564010000000003,0.012623086899999999,0.917710507,2.56306342,30.842281000000003
1632.0,0.0126362,1632.0,0.913863,1632.0,2.56611,1632.0,30.7568,0.010991059999999999,0.8240031,2.308355,27.7376,0.012042476,0.9065942100000001,2.5390475,30.51842,0.0121476176,0.914853321,2.5621167500000004,30.796502
1632.25,0.0121593,1632.25,0.919108,1632.25,2.56706,1632.25,30.7745,0.01132489,0.8230012,2.309594,27.68289,0.012505069,0.9047768199999999,2.5404584,30.449409,0.012623086899999999,0.912954382,2.56354484,30.7260609
1632.5,0.0121593,1632.5,0.911956,1632.5,2.5679,1632.5,30.8622,0.01094337,0.826482,2.3104380000000004,27.705820000000003,0.012037707,0.9098454,2.5413978,30.467632,0.0121471407,0.9181817400000001,2.56449378,30.7438132
1632.75,0.0121593,1632.75,0.915771,1632.75,2.56945,1632.75,30.8312,0.01094337,0.8211419000000001,2.3112649999999997,27.77288,0.012037707,0.9028745899999999,2.5422364999999996,30.553268000000003,0.0121471407,0.911047859,2.56533365,30.8313068
1633.0,0.0121593,1633.0,0.916724,1633.0,2.56897,1633.0,30.8808,0.01094337,0.8242892,2.3124569999999998,27.75304,0.012037707,0.90662282,2.5437506999999995,30.523383999999997,0.0121471407,0.9148561820000001,2.5668800699999994,30.800418399999998
1633.25,0.0126362,1633.25,0.907187,1633.25,2.56182,1633.25,30.8751,0.010991059999999999,0.8240978999999999,2.3113580000000002,27.792150000000003,0.012042476,0.9074613899999999,2.5432088000000004,30.571935,0.0121476176,0.915797739,2.56639388,30.849913500000003
1633.5,0.0121593,1633.5,0.914817,1633.5,2.55848,1633.5,30.8822,0.01132489,0.8172313,2.305304,27.788300000000003,0.012505069,0.89819143,2.5361684,30.566419999999997,0.012623086899999999,0.906287443,2.55925484,30.844232
1633.75,0.0126362,1633.75,0.923877,1633.75,2.56659,1633.75,30.8846,0.010991059999999999,0.8242413,2.303443,27.794220000000003,0.012042476,0.90575943,2.5329763,30.573402,0.0121476176,0.913911243,2.55592963,30.8513202
1634.0,0.0126362,1634.0,0.913386,1634.0,2.55943,1634.0,30.7907,0.01137258,0.8304402,2.309215,27.78675,0.012509838,0.9145333199999999,2.5408525,30.574815,0.0126235638,0.922942632,2.5640162500000003,30.8536215
1634.25,0.0126362,1634.25,0.920539,1634.25,2.56611,1634.25,30.8627,0.01137258,0.8227627000000001,2.304155,27.718830000000004,0.012509838,0.90432367,2.5339025,30.483513000000002,0.0126235638,0.912479767,2.55687725,30.7599813
1634.5,0.0121593,1634.5,0.927215,1634.5,2.56039,1634.5,30.8069,0.01132489,0.8291527,2.308927,27.770850000000003,0.012505069,0.9114003700000001,2.5403917,30.553514999999997,0.012623086899999999,0.919625137,2.56353817,30.8317815
1634.75,0.0126362,1634.75,0.922923,1634.75,2.57326,1634.75,30.8903,0.010991059999999999,0.8340643,2.305638,27.73455,0.012042476,0.91789993,2.5349147999999997,30.499665,0.0121476176,0.926283493,2.5578424799999997,30.7761765
1635.0,0.0121593,1635.0,0.919108,1635.0,2.56849,1635.0,30.8808,0.01132489,0.8302492,2.315457,27.80032,0.012505069,0.9136556200000001,2.5474797,30.581301999999997,0.012623086899999999,0.9219962620000001,2.57068197,30.8594002
1635.25,0.0121593,1635.25,0.923877,1635.25,2.56706,1635.25,30.8741,0.01094337,0.8276741000000001,2.3114980000000003,27.792050000000003,0.012037707,0.9099646100000001,2.5427908,30.571925,0.0121471407,0.9181936610000001,2.56592008,30.849912500000002
1635.5,0.0126362,1635.5,0.921016,1635.5,2.5704,1635.5,30.8473,0.010991059999999999,0.8312032,2.3106880000000003,27.784010000000002,0.012042476,0.9146096199999999,2.5414228,30.565091,0.0121476176,0.922950262,2.56449628,30.8431991
1635.75,0.0126362,1635.75,0.920539,1635.75,2.56682,1635.75,30.835,0.01137258,0.8288667,2.313002,27.76134,0.012509838,0.91180107,2.5446601999999996,30.538704000000003,0.0126235638,0.9200945069999998,2.5678260199999996,30.816440399999998
1636.0,0.0121593,1636.0,0.917678,1636.0,2.56516,1636.0,30.7993,0.01132489,0.828199,2.3099719999999997,27.74793,0.012505069,0.911305,2.5411352,30.526293,0.012623086899999999,0.9196156,2.5642515199999996,30.8041293
1636.25,0.0126362,1636.25,0.915771,1636.25,2.56468,1636.25,30.7697,0.010991059999999999,0.8257195,2.308596,27.716409999999996,0.012042476,0.90848215,2.5395035999999998,30.491011,0.0121476176,0.916758415,2.56259436,30.768471099999996
1636.5,0.0121593,1636.5,0.916247,1636.5,2.56277,1636.5,30.8665,0.01132489,0.8242415000000001,2.308021,27.70241,0.012505069,0.9066180500000001,2.5390141,30.462971,0.012623086899999999,0.914855705,2.5621134100000003,30.7390271
1636.75,0.0121593,1636.75,0.91291,1636.75,2.55896,1636.75,30.8832,0.01094337,0.8242886,2.306112,27.78152,0.012037707,0.90705116,2.5371042000000004,30.558002,0.0121471407,0.915327416,2.56020342,30.8356502
1637.0,0.0126362,1637.0,0.911479,1637.0,2.56134,1637.0,30.8317,0.010991059999999999,0.8214759,2.303302,27.78973,0.012042476,0.90376659,2.5333942,30.573853,0.0121476176,0.9119956589999999,2.55640342,30.852265299999996
1637.25,0.0126362,1637.25,0.908618,1637.25,2.56086,1637.25,30.8174,0.01137258,0.8200450000000001,2.305158,27.747100000000003,0.012509838,0.9023356,2.5357217999999997,30.52324,0.0126235638,0.91056466,2.5587781799999996,30.800854
1637.5,0.0121593,1637.5,0.909095,1637.5,2.55872,1637.5,30.8226,0.01132489,0.8178039,2.30456,27.73618,0.012505069,0.89953659,2.53523,30.509278,0.012623086899999999,0.9077098590000001,2.558297,30.7865878
1637.75,0.0121593,1637.75,0.908141,1637.75,2.55466,1637.75,30.7912,0.01094337,0.8180901,2.302442,27.7372,0.012037707,0.89999451,2.5330922,30.51406,0.0121471407,0.908184951,2.55615722,30.791746
1638.0,0.0121593,1638.0,0.907664,1638.0,2.558,1638.0,30.7707,0.01094337,0.8172792,2.2995280000000005,27.71003,0.012037707,0.89905482,2.5291468,30.483082999999997,0.0121471407,0.9072323819999999,2.5521086800000004,30.7603883
1638.25,0.0121593,1638.25,0.911479,1638.25,2.56325,1638.25,30.7544,0.01094337,0.8172791,2.302725,27.692000000000004,0.012037707,0.89862551,2.5324724999999995,30.46283,0.0121471407,0.9067601510000001,2.55544725,30.739913
1638.5,0.0121593,1638.5,0.91434,1638.5,2.56516,1638.5,30.7888,0.01094337,0.8206172,2.307116,27.6824,0.012037707,0.90239282,2.5376366,30.4472,0.0121471407,0.9105703820000001,2.56068866,30.72368
1638.75,0.0126362,1638.75,0.911956,1638.75,2.56325,1638.75,30.7955,0.010991059999999999,0.8226676,2.308453,27.71059,0.012042476,0.90517276,2.5394893,30.480978999999998,0.0121476176,0.9134232760000001,2.56259293,30.7580179
1639.0,0.0121593,1639.0,0.908141,1639.0,2.55705,1639.0,30.8055,0.01132489,0.8203789,2.306305,27.71695,0.012505069,0.90279829,2.5375555000000003,30.487645,0.012623086899999999,0.9110402289999999,2.56068055,30.7647145
1639.25,0.0126362,1639.25,0.909572,1639.25,2.56468,1639.25,30.7988,0.010991059999999999,0.8174699999999999,2.302108,27.72428,0.012042476,0.8990739,2.5315557999999996,30.497377999999998,0.0121476176,0.90723429,2.5545005799999996,30.7746878
1639.5,0.0121593,1639.5,0.911002,1639.5,2.56134,1639.5,30.7273,0.01132489,0.8187578000000001,2.307878,27.71177,0.012505069,0.90049058,2.5389998,30.490097,0.012623086899999999,0.908663858,2.56211198,30.7679297
1639.75,0.0126362,1639.75,0.909572,1639.75,2.56468,1639.75,30.7826,0.010991059999999999,0.8197588,2.30554,27.6601,0.012042476,0.9018776799999999,2.53576,30.42058,0.0121476176,0.910089568,2.558782,30.696628
1640.0,0.0121593,1640.0,0.907187,1640.0,2.5642,1640.0,30.6843,0.01132489,0.8183763000000001,2.308164,27.694509999999998,0.012505069,0.90045243,2.5390284,30.473791,0.012623086899999999,0.908660043,2.56211484,30.7517191
1640.25,0.0126362,1640.25,0.904326,1640.25,2.54608,1640.25,30.4469,0.010991059999999999,0.8161822000000001,2.305968,27.59213,0.012042476,0.89808652,2.5383768,30.375083,0.0121476176,0.9062769519999999,2.56161768,30.6533783
1640.5,0.0126362,1640.5,0.897651,1640.5,2.51795,1640.5,30.2294,0.01137258,0.8132259,2.288659,27.38046,0.012509838,0.89521599,2.5203379,30.140255999999997,0.0126235638,0.903414999,2.5435057899999998,30.416235599999997
1640.75,0.0121593,1640.75,0.890498,1640.75,2.4798,1640.75,29.9739,0.01132489,0.8071706000000001,2.26234,27.18091,0.012505069,0.8886029599999999,2.4923889999999997,29.924550999999997,0.012623086899999999,0.8967461959999999,2.5153939,30.198915099999997
1641.0,0.0121593,1641.0,0.884299,1641.0,2.45071,1641.0,29.6506,0.01094337,0.8008283,2.228911,26.944180000000003,0.012037707,0.88153103,2.4547111,29.670928,0.0121471407,0.8896013030000001,2.47729111,29.943602799999997
1641.25,0.0121593,1641.25,0.876193,1641.25,2.41638,1641.25,29.4069,0.01094337,0.7950585,2.2022060000000003,26.66117,0.012037707,0.87537495,2.4258596,29.351657,0.0121471407,0.883406595,2.4482249599999997,29.620705700000002
1641.5,0.0121593,1641.5,0.869994,1641.5,2.39302,1641.5,29.251,0.01094337,0.7879538,2.172406,26.45062,0.012037707,0.86736908,2.3919826,29.111272,0.0121471407,0.875310608,2.41394026,29.3773372
1641.75,0.0121593,1641.75,0.864272,1641.75,2.37204,1641.75,29.0579,0.01094337,0.7824224000000001,2.15162,26.30659,0.012037707,0.8612368400000001,2.36888,28.956559000000002,0.0121471407,0.869118284,2.390606,29.221555900000002
1642.0,0.0121593,1642.0,0.859504,1642.0,2.35439,1642.0,28.9229,0.01094337,0.7773680000000001,2.133071,26.13861,0.012037707,0.8555816,2.3481431,28.765971,0.0121471407,0.8634029599999999,2.36965031,29.0287071
1642.25,0.0121593,1642.25,0.855689,1642.25,2.33866,1642.25,28.7942,0.01094337,0.7731721,2.117378,26.01774,0.012037707,0.8508708100000001,2.3306888,28.632384,0.0121471407,0.858640681,2.3520198800000003,28.893848399999996
1642.5,0.0121593,1642.5,0.851398,1642.5,2.32435,1642.5,28.6773,0.01094337,0.7696910000000001,2.103363,25.90309,0.012037707,0.8470892,2.3151303000000003,28.505088999999998,0.0121471407,0.85482902,2.33630703,28.7652889
1642.75,0.0121593,1642.75,0.849967,1642.75,2.31482,1642.75,28.5882,0.01094337,0.7661151,2.090962,25.80066,0.012037707,0.84286971,2.3010112,28.389636,0.0121471407,0.8505451709999999,2.3220161200000002,28.648533599999997
1643.0,0.0116825,1643.0,0.845199,1643.0,2.30146,1643.0,28.5081,0.01089569,0.7644934999999999,2.082002,25.721370000000004,0.012032939,0.8414196500000001,2.2915382,28.301517,0.0121466639,0.849112265,2.31249182,28.559531699999997
1643.25,0.0116825,1643.25,0.840907,1643.25,2.29288,1643.25,28.4475,0.010514250000000001,0.7602499,2.070456,25.651229999999998,0.011565675,0.8367040900000001,2.2783596,28.222412999999996,0.0116708175,0.844349509,2.2991499600000003,28.479531299999998
1643.5,0.0116825,1643.5,0.842338,1643.5,2.28525,1643.5,28.3521,0.010514250000000001,0.7569594,2.062829,25.59321,0.011565675,0.8325122399999999,2.2698749,28.162071,0.0116708175,0.8400675240000001,2.29057949,28.418957100000004
1643.75,0.0116825,1643.75,0.838523,1643.75,2.27715,1643.75,28.3035,0.010514250000000001,0.7577227,2.055915,25.51203,0.011565675,0.8338764700000001,2.2623165,28.068093,0.0116708175,0.841491847,2.28295665,28.3236993
1644.0,0.0116825,1644.0,0.835185,1644.0,2.2719,1644.0,28.2568,0.010514250000000001,0.7543369,2.04891,25.46848,0.011565675,0.83010439,2.254326,28.019997999999998,0.0116708175,0.8376811390000001,2.2748676,28.2751498
1644.25,0.0116825,1644.25,0.833278,1644.25,2.26618,1644.25,28.2482,0.010514250000000001,0.7514758,2.0441380000000002,25.43026,0.011565675,0.8268140799999999,2.2491238,27.974145999999998,0.0116708175,0.8343479079999999,2.26962238,28.228534599999996
1644.5,0.0116825,1644.5,0.830894,1644.5,2.26046,1644.5,28.1867,0.010514250000000001,0.7497118,2.03899,25.41723,0.011565675,0.8249213799999999,2.243461,27.965103,0.0116708175,0.832442338,2.2639081,28.2198903
1644.75,0.0116825,1644.75,0.830894,1644.75,2.25807,1644.75,28.1366,0.010514250000000001,0.7478046,2.0341750000000003,25.36302,0.011565675,0.82258506,2.2378315,27.904331999999997,0.0116708175,0.830063106,2.25819715,28.1584632
1645.0,0.0116825,1645.0,0.829463,1645.0,2.25092,1645.0,28.0841,0.010514250000000001,0.7476615,2.031548,25.317690000000002,0.011565675,0.82257075,2.2354177999999996,27.854709,0.0116708175,0.8300616749999999,2.25580478,28.108410900000003
1645.25,0.0116825,1645.25,0.828509,1645.25,2.2471,1645.25,28.0813,0.010514250000000001,0.7464213,2.0254459999999996,25.27541,0.011565675,0.82115883,2.2283725999999997,27.803231,0.0116708175,0.828632583,2.24866526,28.056013099999998
1645.5,0.0116825,1645.5,0.825648,1645.5,2.24472,1645.5,28.0303,0.010514250000000001,0.7453720000000001,2.022152,25.26807,0.011565675,0.8201953000000001,2.2246052,27.799977,0.0116708175,0.82767763,2.24485052,28.0531677
1645.75,0.0116825,1645.75,0.824218,1645.75,2.239,1645.75,28.0288,0.010514250000000001,0.7429402,2.019676,25.22712,0.011565675,0.81737722,2.2222155999999997,27.749982,0.0116708175,0.8248209220000001,2.24246956,28.0022682
1646.0,0.0112057,1646.0,0.823264,1646.0,2.23375,1646.0,27.9955,0.010466570000000001,0.7417008,2.014575,25.222590000000004,0.011560906999999999,0.81596628,2.2165575,27.748179,0.0116703407,0.823392828,2.23675575,28.0007379
1646.25,0.0116825,1646.25,0.820403,1646.25,2.23232,1646.25,27.9587,0.01013281,0.7406515,2.0102320000000002,25.19227,0.011098411,0.81500275,2.2113982,27.715176999999997,0.011194971100000001,0.822437875,2.23151482,27.9674677
1646.5,0.0112057,1646.5,0.82088,1646.5,2.23089,1646.5,27.9039,0.010466570000000001,0.7384104,2.008945,25.15735,0.011560906999999999,0.81220374,2.2099824999999997,27.678565000000003,0.0116703407,0.8195830740000001,2.23008625,27.9306865
1646.75,0.0116825,1646.75,0.819926,1646.75,2.22517,1646.75,27.9087,0.01013281,0.7386966000000001,2.007229,25.11399,0.011098411,0.8126616600000001,2.2085239,27.624909,0.011194971100000001,0.820058166,2.2286533900000003,27.8760009
1647.0,0.0112057,1647.0,0.819449,1647.0,2.22326,1647.0,27.9144,0.010466570000000001,0.7378857000000001,2.002462,25.1184,0.011560906999999999,0.81172197,2.2028992,27.62967,0.0116703407,0.819105597,2.22294292,27.880796999999998
1647.25,0.0112057,1647.25,0.819449,1647.25,2.21992,1647.25,27.8591,0.010085130000000001,0.7375041,2.0006,25.117430000000002,0.011093643,0.8112545099999999,2.2009939999999997,27.634703000000002,0.011194494300000002,0.818629551,2.2210333999999996,27.8864303
1647.5,0.0112057,1647.5,0.816112,1647.5,2.21897,1647.5,27.8381,0.010085130000000001,0.7371704,1.9978330000000002,25.07109,0.011093643,0.8112211399999999,2.1977113,27.580299000000004,0.011194494300000002,0.818626214,2.21769913,27.8312199
1647.75,0.0112057,1647.75,0.816588,1647.75,2.2142,1647.75,27.8038,0.010085130000000001,0.7345484,1.996596,25.05086,0.011093643,0.80795564,2.1967326,27.559376,0.011194494300000002,0.8152963639999999,2.2167462600000003,27.8102276
1648.0,0.0112057,1648.0,0.815158,1648.0,2.21325,1648.0,27.7814,0.010085130000000001,0.7347862,1.992685,25.021179999999998,0.011093643,0.80840782,2.1920485,27.525538,0.011194494300000002,0.8157699820000001,2.21198485,27.7759738
1648.25,0.0112057,1648.25,0.814204,1648.25,2.20705,1648.25,27.7613,0.010085130000000001,0.7335468,1.9913049999999999,25.00125,0.011093643,0.80699688,2.1910555,27.503385,0.011194494300000002,0.8143418880000001,2.21103055,27.753598500000003
1648.5,0.0112057,1648.5,0.813251,1648.5,2.2061,1648.5,27.7375,0.010085130000000001,0.7326883000000001,1.9862500000000003,24.98279,0.011093643,0.80605243,2.1849700000000003,27.483449,0.011194494300000002,0.813388843,2.204842,27.733514899999996
1648.75,0.0112057,1648.75,0.813251,1648.75,2.20371,1648.75,27.6936,0.010085130000000001,0.7319259,1.985251,24.95936,0.011093643,0.8051184899999999,2.1840151000000003,27.459686,0.011194494300000002,0.812437749,2.20389151,27.7097186
1649.0,0.0112057,1649.0,0.813251,1649.0,2.20276,1649.0,27.6722,0.010085130000000001,0.7319259,1.9832440000000002,24.9221,0.011093643,0.8051184899999999,2.1816634,27.41645,0.011194494300000002,0.812437749,2.20150534,27.665885
1649.25,0.0112057,1649.25,0.812416,1649.25,2.19894,1649.25,27.6388,0.010085130000000001,0.7318424,1.982102,24.90164,0.011093643,0.8051101399999999,2.1806942,27.395144000000002,0.011194494300000002,0.812436914,2.2005534200000003,27.6444944
1649.5,0.0112057,1649.5,0.81182,1649.5,2.19704,1649.5,27.6602,0.010085130000000001,0.7311148,1.978856,24.87706,0.011093643,0.80428588,2.1769316,27.362626,0.011194494300000002,0.811602988,2.19673916,27.611182600000003
1649.75,0.0112057,1649.75,0.811343,1649.75,2.19608,1649.75,27.6431,0.010085130000000001,0.7305903,1.9772399999999999,24.89247,0.011093643,0.80369703,2.17506,27.383426999999998,0.011194494300000002,0.8110077029999999,2.194842,27.6325227
1650.0,0.0112057,1650.0,0.810866,1650.0,2.19465,1650.0,27.6188,0.010085130000000001,0.7301610000000001,1.9763289999999998,24.876360000000002,0.011093643,0.8032248000000001,2.1741048999999997,27.366426,0.011194494300000002,0.81053118,2.1938824899999996,27.615432600000002
1650.25,0.0112057,1650.25,0.809913,1650.25,2.19131,1650.25,27.6297,0.010085130000000001,0.7296841,1.9748510000000001,24.858010000000004,0.011093643,0.80274781,2.1726701000000004,27.342720999999997,0.011194494300000002,0.8100541809999999,2.1924520100000002,27.5911921
1650.5,0.0112057,1650.5,0.807052,1650.5,2.18988,1650.5,27.5987,0.010085130000000001,0.7286356,1.9720360000000001,24.86363,0.011093643,0.80178526,2.1693826,27.353093,0.011194494300000002,0.809100226,2.1891172599999997,27.6020393
1650.75,0.0112057,1650.75,0.807528,1650.75,2.18941,1650.75,27.5982,0.010085130000000001,0.7263944,1.9708450000000002,24.83878,0.011093643,0.7989862400000001,2.1679765,27.322708,0.011194494300000002,0.806245424,2.1876896500000003,27.571100800000004
1651.0,0.0112057,1651.0,0.806575,1651.0,2.18607,1651.0,27.5819,0.010085130000000001,0.7266799,1.970135,24.836750000000002,0.011093643,0.79944319,2.1674825,27.322055,0.011194494300000002,0.806719519,2.18721725,27.5705855
1651.25,0.0112057,1651.25,0.807052,1651.25,2.18512,1651.25,27.5558,0.010085130000000001,0.7259652000000001,1.967368,24.8211,0.011093643,0.79851402,2.1641998,27.305820000000004,0.011194494300000002,0.8057689020000001,2.18388298,27.554292
1651.5,0.0112057,1651.5,0.806575,1651.5,2.18369,1651.5,27.5749,0.010085130000000001,0.7262991,1.966465,24.802130000000002,0.011093643,0.79897671,2.1632545,27.280433000000002,0.011194494300000002,0.806244471,2.1829334499999997,27.5282633
1651.75,0.0112057,1651.75,0.805621,1651.75,2.18082,1651.75,27.5396,0.010085130000000001,0.7258221000000001,1.965034,24.813879999999997,0.011093643,0.7984997100000001,2.1618244,27.298797999999998,0.011194494300000002,0.805767471,2.18150344,27.547289799999998
1652.0,0.0112057,1652.0,0.80276,1652.0,2.18082,1652.0,27.5005,0.010085130000000001,0.7247728000000001,1.9627380000000003,24.78173,0.011093643,0.79753618,2.1590118,27.263813,0.011194494300000002,0.804812518,2.1786391800000002,27.5120213
1652.25,0.0112057,1652.25,0.803237,1652.25,2.17844,1652.25,27.4905,0.010085130000000001,0.7225317,1.9625000000000004,24.74945,0.011093643,0.79473717,2.158988,27.225395,0.011194494300000002,0.8019577170000001,2.1786368,27.4729895
